date,weekday,target_delta,call_strike,put_strike,call_symbol,put_symbol,entry_call,entry_put,entry_cost,exit_call,exit_put,option_pnl,hedge_count,transaction_costs,daily_pnl,first_third_pnl,mid_third_pnl,last_third_pnl,bars,time_range,qqq_open,qqq_close,qqq_range,hedge_threshold
2025-12-29,Monday,0.1,628,615,QQQ251229C00628000,QQQ251229P00615000,0.02,0.37,39.0,0.02,0.08,-29.0,29,0.0,-9.28,0.24,-5.91,-3.61,63,14:30-15:58,619.74,620.24,3.16,1
2025-12-30,Tuesday,0.1,628,615,QQQ251230C00628000,QQQ251230P00615000,0.02,0.27,29.0,0.01,0.06,-22.0,19,0.0,-15.97,-11.63,-4.14,-0.2,73,14:30-15:59,620.43,621.02,1.97,1
2025-12-31,Wednesday,0.1,623,611,QQQ251231C00623000,QQQ251231P00611000,0.2,0.07,27.0,0.03,0.09,-15.0,27,0.0,0.65,-0.26,0.59,0.32,74,14:30-15:59,619.67,616.74,3.14,1
2026-01-02,Friday,0.1,627,615,QQQ260102C00627000,QQQ260102P00615000,0.04,0.19,23.0,0.01,3.49,327.0,54,0.0,82.86,13.8,39.75,29.31,83,14:30-16:00,620.89,612.31,10.28,1
2026-01-05,Monday,0.1,622,610,QQQ260105C00622000,QQQ260105P00610000,0.57,0.13,70.0,0.18,0.07,-45.0,59,0.0,-9.14,4.92,-10.12,-3.94,86,14:30-15:57,619.59,619.7,3.26,1
2026-01-06,Tuesday,0.1,624,611,QQQ260106C00624000,QQQ260106P00611000,0.15,0.08,23.0,0.06,0.05,-12.0,48,0.0,2.55,0.39,-3.17,5.33,80,14:30-16:00,620.01,620.25,3.72,1
2026-01-07,Wednesday,0.1,628,616,QQQ260107C00628000,QQQ260107P00616000,0.07,0.22,29.0,0.25,0.04,-0.0,50,0.0,15.35,4.06,-1.37,12.66,84,14:30-16:00,622.71,626.08,3.37,1
2026-01-08,Thursday,0.1,629,616,QQQ260108C00629000,QQQ260108P00616000,0.04,0.28,32.0,0.01,0.23,-8.0,51,0.0,-19.17,1.44,-7.51,-13.1,75,14:30-15:59,622.35,620.54,4.19,1
2026-01-09,Friday,0.1,628,615,QQQ260109C00628000,QQQ260109P00615000,0.13,0.74,87.0,0.08,0.07,-72.0,53,0.0,-4.75,26.52,-38.55,7.28,91,14:30-16:00,620.64,624.03,5.49,1
2026-01-12,Monday,0.1,627,614,QQQ260112C00627000,QQQ260112P00614000,0.42,0.13,55.0,0.56,0.04,5.0,49,0.0,-30.36,-20.64,-1.28,-8.44,64,14:30-16:00,623.42,626.17,3.3,1
2026-01-13,Tuesday,0.1,633,620,QQQ260113C00633000,QQQ260113P00620000,0.11,0.13,24.0,0.02,0.11,-11.0,51,0.0,7.19,3.28,10.05,-6.14,86,14:30-16:00,627.8,626.0,5.44,1
2026-01-14,Wednesday,0.1,632,619,QQQ260114C00632000,QQQ260114P00619000,0.04,1.01,105.0,0.02,3.47,244.0,57,0.0,30.49,32.83,-29.37,27.03,76,14:30-15:58,622.06,616.18,7.31,1
2026-01-15,Thursday,0.1,630,618,QQQ260115C00630000,QQQ260115P00618000,0.21,0.18,39.0,0.07,0.11,-21.0,46,0.0,17.62,4.48,-1.47,14.61,90,14:30-16:00,626.12,625.87,2.73,1
2026-01-16,Friday,0.1,631,618,QQQ260116C00631000,QQQ260116P00618000,0.09,0.15,24.0,0.03,0.39,18.0,42,0.0,-12.88,-0.2,-5.32,-7.36,78,14:30-16:00,625.88,621.08,6.96,1
2026-01-20,Tuesday,0.1,614,602,QQQ260120C00614000,QQQ260120P00602000,1.72,0.42,214.0,1.5,0.04,-60.0,62,0.0,-57.98,-0.94,-43.72,-13.32,87,14:30-16:00,611.73,613.79,3.63,1
2026-01-21,Wednesday,0.1,616,603,QQQ260121C00616000,QQQ260121P00603000,0.34,0.54,88.0,1.3,0.07,49.0,61,0.0,-23.39,-16.01,-10.1,2.72,88,14:30-16:00,609.93,616.02,8.44,1
2026-01-22,Thursday,0.1,628,615,QQQ260122C00628000,QQQ260122P00615000,0.08,0.33,41.0,0.02,0.27,-12.0,46,0.0,0.68,14.08,-4.21,-9.19,83,14:30-16:00,621.23,619.99,3.5,1
2026-01-23,Friday,0.1,626,613,QQQ260123C00626000,QQQ260123P00613000,0.14,0.29,43.0,0.66,0.07,30.0,50,0.0,-11.23,-0.74,-4.44,-6.05,88,14:30-16:00,620.01,625.12,6.3,1
2026-01-26,Monday,0.1,628,615,QQQ260126C00628000,QQQ260126P00615000,0.1,0.27,37.0,0.28,0.06,-3.0,51,0.0,-8.55,-1.97,-5.22,-1.36,86,14:30-15:59,622.41,626.34,4.19,1
2026-01-27,Tuesday,0.1,635,623,QQQ260127C00635000,QQQ260127P00623000,0.03,0.28,31.0,0.06,0.08,-17.0,26,0.0,-0.91,-1.49,-0.8,1.38,89,14:30-16:00,628.87,631.36,4.2,1
2026-01-28,Wednesday,0.1,642,629,QQQ260128C00642000,QQQ260128P00629000,0.25,0.8,105.0,0.13,0.93,1.0,47,0.0,-5.33,-2.54,-6.09,3.3,90,14:30-16:00,635.42,633.6,3.07,1
2026-01-29,Thursday,0.1,642,629,QQQ260129C00642000,QQQ260129P00629000,0.06,1.03,109.0,0.01,9.27,819.0,52,0.0,49.56,29.83,5.46,14.27,66,14:30-15:57,632.82,619.93,14.32,1
2026-01-30,Friday,0.1,629,616,QQQ260130C00629000,QQQ260130P00616000,1.6,0.29,189.0,0.54,0.16,-119.0,73,0.0,-4.18,-11.17,11.21,-4.22,90,14:30-16:00,627.21,625.81,3.61,1
2026-02-02,Monday,0.1,623,610,QQQ260202C00623000,QQQ260202P00610000,1.32,0.3,162.0,3.16,0.04,158.0,61,0.0,-40.26,-17.99,-5.8,-16.47,88,14:30-16:00,620.66,625.52,6.79,1
2026-02-03,Tuesday,0.1,636,623,QQQ260203C00636000,QQQ260203P00623000,0.04,0.39,43.0,0.01,3.3,288.0,67,0.0,43.84,27.54,35.73,-19.43,77,14:30-16:00,628.54,620.26,11.26,1
2026-02-04,Wednesday,0.1,621,609,QQQ260204C00621000,QQQ260204P00609000,0.47,1.72,219.0,0.11,2.71,63.0,75,0.0,36.44,26.28,8.47,1.69,91,14:30-16:00,613.22,608.96,5.85,1
2026-02-05,Thursday,0.1,614,602,QQQ260205C00614000,QQQ260205P00602000,0.26,6.1,636.0,0.07,7.11,82.0,59,0.0,-35.12,-19.8,-27.58,12.26,87,14:30-15:58,598.83,596.23,9.01,1
2026-02-06,Friday,0.1,606,594,QQQ260206C00606000,QQQ260206P00594000,1.0,1.61,261.0,0.98,0.32,-131.0,67,0.0,-29.31,-39.29,31.14,-21.16,91,14:30-16:00,599.68,603.32,5.78,1
2026-02-09,Monday,0.1,616,604,QQQ260209C00616000,QQQ260209P00604000,0.13,2.0,213.0,0.42,0.09,-162.0,64,0.0,-52.87,-38.16,-14.43,-0.28,90,14:30-16:00,605.89,613.95,8.13,1
2026-02-10,Tuesday,0.1,622,609,QQQ260210C00622000,QQQ260210P00609000,0.1,0.49,59.0,0.01,0.18,-40.0,37,0.0,2.13,-6.35,7.37,1.11,90,14:30-16:00,615.35,615.53,4.4,1
2026-02-11,Wednesday,0.1,619,606,QQQ260211C00619000,QQQ260211P00606000,1.1,0.14,124.0,0.06,0.32,-86.0,60,0.0,21.68,9.22,22.81,-10.35,91,14:30-16:00,617.39,612.04,9.38,1
2026-02-12,Thursday,0.1,621,609,QQQ260212C00621000,QQQ260212P00609000,0.11,0.53,64.0,0.01,3.35,272.0,58,0.0,25.51,-1.12,-3.44,30.07,83,14:30-16:00,614.69,606.68,8.72,1
2026-02-13,Friday,0.1,608,596,QQQ260213C00608000,QQQ260213P00596000,0.59,1.71,230.0,0.47,0.63,-120.0,69,0.0,120.03,90.21,5.79,24.03,91,14:30-16:00,600.4,602.33,7.85,1
2026-02-17,Tuesday,0.1,605,593,QQQ260217C00605000,QQQ260217P00593000,0.48,1.56,204.0,0.12,0.8,-112.0,68,0.0,-5.33,16.12,-7.38,-14.07,91,14:30-16:00,597.57,597.26,8.28,1
2026-02-18,Wednesday,0.1,611,599,QQQ260218C00611000,QQQ260218P00599000,0.12,2.06,218.0,0.41,0.11,-166.0,65,0.0,-66.39,-37.27,-1.85,-27.27,91,14:30-16:00,601.3,608.84,7.94,1
2026-02-19,Thursday,0.1,612,599,QQQ260219C00612000,QQQ260219P00599000,0.14,1.23,137.0,0.05,0.38,-94.0,62,0.0,-9.13,-4.02,9.27,-14.38,89,14:30-15:59,603.39,604.96,3.96,1
2026-02-20,Friday,0.1,613,600,QQQ260220C00613000,QQQ260220P00600000,0.04,2.89,293.0,0.36,0.2,-237.0,68,0.0,73.28,-30.42,114.09,-10.39,91,14:30-16:00,600.43,609.52,9.43,1
2026-02-23,Monday,0.1,613,601,QQQ260223C00613000,QQQ260223P00601000,0.33,0.64,97.0,0.02,1.83,88.0,71,0.0,-15.39,-10.31,2.23,-7.31,89,14:30-16:00,607.37,601.04,6.67,1
2026-02-24,Tuesday,0.1,609,597,QQQ260224C00609000,QQQ260224P00597000,0.35,1.06,141.0,0.42,0.11,-88.0,66,0.0,-39.92,-16.17,-30.01,6.26,90,14:30-16:00,602.58,606.73,7.37,1
2026-02-25,Wednesday,0.1,615,603,QQQ260225C00615000,QQQ260225P00603000,1.12,0.34,146.0,1.58,0.12,24.0,46,0.0,-26.78,8.16,-31.0,-3.94,89,14:30-16:00,612.33,614.64,3.23,1
2026-02-26,Thursday,0.1,623,610,QQQ260226C00623000,QQQ260226P00610000,0.15,1.28,143.0,0.01,3.12,170.0,65,0.0,-40.52,-38.64,23.98,-25.86,84,14:30-16:00,614.38,607.77,10.88,1
2026-02-27,Friday,0.1,616,603,QQQ260227C00616000,QQQ260227P00603000,0.08,2.84,292.0,0.04,0.49,-239.0,61,0.0,-74.28,-33.71,-18.68,-21.89,89,14:30-16:00,603.29,607.05,4.97,1
2026-03-02,Monday,0.1,605,593,QQQ260302C00605000,QQQ260302P00593000,0.97,1.01,198.0,1.84,0.09,-5.0,67,0.0,-50.77,-37.45,3.43,-16.75,90,14:30-16:00,599.84,605.25,6.22,1
2026-03-03,Tuesday,0.1,602,590,QQQ260303C00602000,QQQ260303P00590000,1.47,0.77,224.0,0.23,0.85,-116.0,69,0.0,-28.88,-5.76,-9.07,-14.05,91,14:30-16:00,598.13,594.07,7.01,1
2026-03-04,Wednesday,0.1,607,595,QQQ260304C00607000,QQQ260304P00595000,2.27,0.32,259.0,4.4,0.05,186.0,71,0.0,-63.33,-30.78,-10.45,-22.1,90,14:30-16:00,606.04,610.99,7.14,1
2026-03-05,Thursday,0.1,617,605,QQQ260305C00617000,QQQ260305P00605000,0.14,1.37,151.0,0.05,0.53,-93.0,69,0.0,-8.66,-33.92,15.44,9.82,89,14:30-16:00,608.62,609.59,6.41,1
2026-03-06,Friday,0.1,614,601,QQQ260306C00614000,QQQ260306P00601000,0.17,3.97,414.0,0.08,0.83,-323.0,63,0.0,-72.3,-54.16,-18.09,-0.05,90,14:30-16:00,600.26,604.89,6.43,1
2026-03-09,Monday,0.1,600,588,QQQ260309C00600000,QQQ260309P00588000,1.71,0.96,267.0,1.19,0.11,-137.0,103,0.0,-90.99,-78.76,-2.1,-10.13,151,13:30-16:00,596.14,599.1,7.99,1
2026-03-10,Tuesday,0.1,617,605,QQQ260310C00617000,QQQ260310P00605000,0.16,1.18,134.0,0.07,0.21,-106.0,83,0.0,-9.14,14.66,-18.69,-5.11,144,13:30-16:00,609.14,611.15,6.63,1
2026-03-11,Wednesday,0.1,613,600,QQQ260311C00613000,QQQ260311P00600000,1.12,0.35,147.0,0.15,0.27,-105.0,101,0.0,7.59,-2.36,-0.97,10.92,151,13:30-16:00,610.15,606.18,6.7,1
2026-03-12,Thursday,0.1,611,599,QQQ260312C00611000,QQQ260312P00599000,0.24,1.32,156.0,0.05,1.35,-16.0,102,0.0,-1.63,-23.42,13.7,8.09,129,13:30-16:00,602.86,599.92,6.05,1
2026-03-13,Friday,0.1,603,591,QQQ260313C00603000,QQQ260313P00591000,1.27,0.39,166.0,0.12,0.83,-71.0,98,0.0,-4.14,-6.27,-2.87,5.0,149,13:30-16:00,600.28,594.19,9.57,1
2026-03-16,Monday,0.1,602,590,QQQ260316C00602000,QQQ260316P00590000,1.21,0.33,154.0,0.8,0.08,-66.0,100,0.0,-21.78,-22.77,-3.41,4.4,146,13:30-16:00,599.84,600.79,3.17,1
2026-03-17,Tuesday,0.1,606,593,QQQ260317C00606000,QQQ260317P00593000,0.71,0.16,87.0,0.13,0.05,-69.0,86,0.0,-23.11,-14.01,-10.58,1.48,119,13:30-16:00,603.18,602.77,3.82,1
2026-03-18,Wednesday,0.1,614,601,QQQ260318C00614000,QQQ260318P00601000,0.02,2.4,242.0,0.02,2.09,-31.0,49,0.0,-20.13,-14.23,4.69,-10.59,69,13:30-15:57,601.39,600.69,4.26,1
2026-03-19,Thursday,0.1,599,587,QQQ260319C00599000,QQQ260319P00587000,0.17,2.45,262.0,0.05,0.4,-217.0,96,0.0,-55.89,-40.41,-7.81,-7.67,135,13:30-16:00,588.15,590.81,5.91,1
2026-03-20,Friday,0.1,598,586,QQQ260320C00598000,QQQ260320P00586000,0.19,1.26,145.0,0.04,1.05,-36.0,86,0.0,-16.48,-5.46,-21.43,10.41,115,13:30-16:00,589.61,587.07,5.38,1
2026-03-23,Monday,0.1,583,571,QQQ260323C00583000,QQQ260323P00571000,7.7,0.09,779.0,5.57,0.07,-215.0,33,0.0,52.85,-55.64,57.68,50.81,51,13:30-16:00,589.94,587.98,7.41,1
2026-03-24,Tuesday,0.1,593,581,QQQ260324C00593000,QQQ260324P00581000,0.32,1.1,142.0,0.08,0.31,-103.0,100,0.0,40.67,-6.4,52.87,-5.8,151,13:30-16:00,585.03,586.02,5.81,1
2026-03-25,Wednesday,0.1,596,584,QQQ260325C00596000,QQQ260325P00584000,0.27,0.63,90.0,0.04,0.5,-36.0,85,0.0,-0.7,-4.99,-9.12,13.41,142,13:30-16:00,589.7,587.63,5.42,1
2026-03-26,Thursday,0.1,588,576,QQQ260326C00588000,QQQ260326P00576000,0.38,0.59,97.0,0.09,0.17,-71.0,83,0.0,-21.6,1.96,-15.87,-7.69,151,13:30-16:00,581.42,581.05,4.15,1
2026-03-27,Friday,0.1,580,568,QQQ260327C00580000,QQQ260327P00568000,0.24,1.53,177.0,0.07,1.6,-10.0,111,0.0,-11.81,-20.08,-3.02,11.29,146,13:30-16:00,570.58,568.04,4.57,1
2026-03-30,Monday,0.1,571,559,QQQ260330C00571000,QQQ260330P00559000,0.69,0.43,112.0,0.08,0.32,-72.0,96,0.0,-13.24,4.33,-11.31,-6.26,149,13:30-16:00,566.8,563.76,6.32,1
2026-03-31,Tuesday,0.1,568,557,QQQ260331C00568000,QQQ260331P00557000,1.21,0.39,160.0,0.83,0.13,-64.0,114,0.0,19.93,22.49,-23.28,20.72,148,13:30-16:00,565.13,566.19,4.75,1
2026-04-01,Wednesday,0.1,586,574,QQQ260401C00586000,QQQ260401P00574000,0.56,0.43,99.0,1.71,0.05,77.0,100,0.0,-9.53,-1.18,14.9,-23.25,137,13:30-15:59,581.37,586.88,6.19,1
2026-04-02,Thursday,0.1,582,570,QQQ260402C00582000,QQQ260402P00570000,0.34,0.89,123.0,2.39,0.15,131.0,124,0.0,171.56,57.47,96.65,17.44,151,13:30-16:00,574.73,582.8,12.93,1
2026-04-06,Monday,0.1,595,583,QQQ260406C00595000,QQQ260406P00583000,0.3,0.98,128.0,0.05,0.24,-99.0,91,0.0,-32.65,-20.49,-1.76,-10.4,144,13:30-16:00,587.73,587.48,3.6,1
2026-04-07,Tuesday,0.1,596,584,QQQ260407C00596000,QQQ260407P00584000,0.14,1.81,195.0,0.1,2.57,72.0,84,0.0,3.62,-4.22,-8.97,16.81,113,13:30-16:00,585.84,582.67,7.28,1
2026-04-08,Wednesday,0.1,616,603,QQQ260408C00616000,QQQ260408P00603000,0.15,0.81,96.0,0.03,0.38,-55.0,66,0.0,-68.91,-38.6,-5.28,-25.03,108,13:30-16:00,608.28,606.1,5.86,1
2026-04-09,Thursday,0.1,611,598,QQQ260409C00611000,QQQ260409P00598000,0.21,0.22,43.0,0.51,0.06,14.0,68,0.0,9.87,-4.6,-1.67,16.14,148,13:30-16:00,605.8,608.75,5.71,1
2026-04-10,Friday,0.1,616,604,QQQ260410C00616000,QQQ260410P00604000,0.29,0.18,47.0,0.08,0.13,-26.0,76,0.0,8.56,-0.91,5.51,3.96,145,13:30-16:00,612.12,610.43,3.27,1
